Inside Features: 
ADVP^g,FRAG^g : 1
NP^g|NNP,@NP^g : 7
ADJP^g,@SINV^g : 1
PP^g,S^g|VP^g : 28
NP^g|NN,@NP^g : 11
TO,VP^g : 19
NP^g|NNP,VP^g : 2
VBZ,NP^g : 2
ADJP^g,PP^g : 1
ADVP^g,ADVP^g : 3
ADJP^g,@NP^g : 22
NP^g|QP^g,@PRN^g : 1
IN,CONJP^g : 1
MD,S^g|VP^g : 5
SBAR^g|S^g|VP^g,VP^g : 3
NP^g|PRP,@NP^g : 2
JJ,S^g|ADJP^g : 1
NP^g|CD,PP^g : 5
VBG,NP^g : 1
CC,@S^g : 35
NP^g|NNS,@S^g : 6
NN,UCP^g : 2
NN,VP^g : 1
S^g|VP^g|VBD,SBAR^g : 1
TO,@PP^g : 2
S^g|VP^g,@SINV^g : 1
ADJP^g|JJ,SQ^g|VP^g : 1
VBG,S^g|VP^g : 27
JJR,QP^g : 3
RB,@VP^g : 23
VP^g,NP^g : 27
-RRB-,PRN^g : 5
-LRB-,@PRN^g : 5
S^g|VP^g,@S^g : 7
VBN,@NP^g : 5
MD,@SINV^g : 1
RB,FRAG^g : 1
WHPP^g,SBAR^g : 2
NN,QP^g : 1
NOTVALID : 250
PRN^g,VP^g : 1
PP^g,ADVP^g : 5
NP^g|DT,VP^g : 1
ADVP^g|RB,FRAG^g : 1
NN,S^g|VP^g : 1
JJS,NP^g : 1
RB,@QP^g : 3
S^g,S^g|VP^g : 7
$,@QP^g : 7
NN,NX^g : 6
RB,@FRAG^g : 1
-RRB-,S^g : 3
ADJP^g|RP,VP^g : 1
SBAR^g,@SQ^g : 2
NP^g|CD,@UCP^g : 1
ADJP^g|JJR,ADJP^g : 3
SBAR^g,@VP^g : 2
UCP^g,VP^g : 3
ADVP^g|RB,@PP^g : 5
NP^g,ADVP^g : 3
@NP^g,S^g|NP^g : 3
NP^g|WDT,@S^g : 1
NP^g|QP^g,@VP^g : 3
WHNP^g|WP,@SBARQ^g : 1
SBAR^g,VP^g : 42
,,NAC^g : 1
:,@PRN^g : 4
,,@PRN^g : 9
S^g|VP^g,PP^g : 18
NP^g|DT,@SQ^g : 2
VBN,ADJP^g : 4
VP^g|VBN,NP^g : 1
QP^g,NP^g : 11
PP^g,PP^g : 11
@SQ^g,SQ^g : 4
NP^g|RB,NP^g : 1
IN,@NP^g : 1
S^g,@S^g : 62
``,@PP^g : 7
VP^g|VBD,@VP^g : 2
VBZ,VP^g : 78
JJ,FRAG^g|ADJP^g : 1
NP^g|NNP,S^g : 1
VP^g|VB,PP^g : 1
ADJP^g|JJ,@S^g : 1
ADVP^g,@S^g : 7
@SINV^g,SBAR^g|SINV^g : 1
NNP,NP^g : 255
@NX^g,@NX^g : 9
,,@ADJP^g : 1
@PRN^g,@PRN^g : 8
ADJP^g|JJ,@VP^g : 7
NP^g,@PRN^g : 3
NP^g,S^g|VP^g : 26
VP^g|VBP,S^g : 3
NP^g|NNS,NP^g : 34
CC,@SBAR^g : 2
UCP^g,PP^g : 1
NNPS,@NP^g : 11
WHNP^g|IN,SBAR^g : 1
ADVP^g|RB,PP^g : 1
PRP$,@ADJP^g : 1
VBD,VP^g : 79
JJS,@NP^g : 6
ADJP^g,VP^g : 29
UCP^g,NP^g : 3
NP^g|PRP,SBAR^g|S^g : 14
NN,NP^g|QP^g : 1
VBD,@SINV^g : 1
PP^g|IN,@VP^g : 1
SBAR^g,@NP^g : 5
RB,ADVP^g : 29
RB,WHADVP^g : 1
NP^g|CD,VP^g : 1
NP^g|QP^g,VP^g : 1
WHNP^g|WP,@SBAR^g : 1
NP^g|JJR,NP^g : 1
VP^g|VB,SBAR^g|S^g|VP^g : 1
JJ,@ADJP^g : 12
JJ,NX^g : 6
NX^g|NNS,@NX^g : 2
NX^g|NN,NP^g : 1
JJ,@NX^g : 2
RB,@ADVP^g : 6
DT,ADJP^g : 2
NP^g,ADJP^g : 5
NP^g|PRP,VP^g : 1
PP^g,S^g : 3
JJ,@NP^g : 275
PP^g,@NP^g : 21
ADVP^g|RB,@SINV^g : 1
:,@NP^g : 10
NNS,@NP^g : 37
@ADJP^g,ADJP^g : 16
'',@S^g : 9
FRAG^g,@SINV^g : 1
,,@VP^g : 41
NP^g|JJ,PP^g : 1
VBD,@VP^g : 46
CC,@NP^g : 84
NP^g|NNS,@SQ^g : 1
RP,ADVP^g : 1
CD,QP^g : 15
NP^g|DT,NP^g : 4
NP^g|NNS,S^g : 7
@SQ^g,@SQ^g : 6
NP^g|NNP,ADVP^g : 1
NP^g,PP^g : 456
PP^g,S^g|ADJP^g : 1
NP^g|QP^g,ADJP^g : 1
ADVP^g|RB,@VP^g : 54
VBN,VP^g : 75
SBAR^g|S^g|VP^g,ADJP^g : 4
ADJP^g,S^g|VP^g : 1
QP^g,@NP^g : 3
ADVP^g,NP^g : 3
NP^g|NNS,ADVP^g : 1
SBAR^g,S^g|VP^g : 1
ADVP^g|RB,@PRN^g : 1
IN,SBAR^g : 55
DT,NP^g : 269
,,@S^g : 93
PP^g,@S^g : 27
NP^g|DT,S^g : 3
,,@NX^g : 4
NP^g,S^g : 91
VBG,@NP^g : 10
PP^g,VP^g : 161
@ADVP^g,@ADVP^g : 2
MD,@VP^g : 12
CD,@NP^g : 14
IN,@SBAR^g : 7
``,@VP^g : 3
@NP^g,@NP^g : 362
``,@SINV^g : 10
MD,VP^g : 58
NNP,S^g|NP^g : 2
ADVP^g|RB,S^g : 6
VP^g|VB,VP^g : 4
S^g,PP^g : 3
NP^g,@FRAG^g : 1
ADVP^g|RB,@FRAG^g : 1
VBP,@SINV^g : 1
@QP^g,ADJP^g|QP^g : 1
NP^g|NN,NX^g : 2
TO,SBAR^g|S^g|VP^g : 15
NP^g|NNP,@S^g : 4
WHNP^g|WP,SBAR^g : 21
NP^g,NP^g : 341
PP^g,NX^g : 2
JJ,@QP^g : 2
,,@SBAR^g : 4
SQ^g|VP^g,@SBARQ^g : 1
'',@VP^g : 1
NAC^g,@NP^g : 1
CC,@PP^g : 3
ADJP^g|JJR,UCP^g : 1
@UCP^g,UCP^g : 9
ADVP^g|RB,VP^g : 16
NNS,FRAG^g|NP^g : 1
VP^g|VB,@VP^g : 1
VBD,S^g|VP^g : 13
NP^g,S^g|NP^g : 1
RBR,@ADJP^g : 1
VP^g|VB,S^g : 1
ADVP^g|RBR,@ADVP^g : 1
VB,VP^g : 130
WRB,WHADVP^g : 1
RB,@SINV^g : 1
PP^g,ADJP^g : 24
PRP,NP^g : 1
'',NP^g : 10
TO,PP^g : 49
NP^g|PRP,@VP^g : 11
CC,@ADJP^g : 13
VP^g,SINV^g : 2
RBS,ADJP^g : 4
@VP^g,VP^g : 245
NNS,@FRAG^g : 2
NP^g|QP^g,@NP^g : 2
PRN^g,@S^g : 4
NP^g|DT,@S^g : 6
NP^g|JJS,S^g : 2
S^g|VP^g,S^g|VP^g : 8
NP^g|NN,@PP^g : 1
'',SINV^g : 1
SBAR^g,@SBAR^g : 3
RBR,ADJP^g : 3
JJR,@QP^g : 1
CD,NP^g : 23
,,NP^g : 37
@VP^g,S^g|VP^g : 36
@NAC^g,NAC^g : 1
PDT,@NP^g : 1
RBR,ADVP^g : 4
VP^g,S^g : 167
@FRAG^g,@FRAG^g : 3
``,@PRN^g : 1
@VP^g,@VP^g : 116
CC,@SQ^g : 1
SBAR^g,@S^g : 13
VBG,PP^g : 6
ADVP^g|RBS,VP^g : 1
@NAC^g,@NAC^g : 2
VP^g|VBD,@SINV^g : 3
NP^g|NNS,@VP^g : 12
NP^g|NN,S^g : 6
NP^g,@NP^g : 226
S^g,VP^g : 19
VP^g|VBP,@SINV^g : 1
IN,ADJP^g : 3
VBP,@VP^g : 28
PP^g,@UCP^g : 1
RB,FRAG^g|ADJP^g : 1
'',@SINV^g : 11
FW,@NP^g : 2
ADVP^g|RB,@ADVP^g : 1
SBAR^g|S^g,S^g|VP^g : 1
NP^g|NNP,NP^g : 4
NP^g|NNPS,S^g : 1
NP^g|NN,S^g|VP^g : 2
VBP,@PRN^g : 1

outside_foot_parent_grandparent : 1327
SBAR^g,NP^g,@S^g : 1
ADVP^g|RB,@SBAR^g,SBAR^g : 2
@SBAR^g,SBAR^g,PP^g : 1
WHPP^g,SBAR^g,@PRN^g : 1
SINV^g,@S^g,@S^g : 2
VP^g|VB,S^g|VP^g,ADJP^g : 2
NP^g,NP^g,@NP^g : 38
JJR,NP^g|QP^g,@NP^g : 2
PP^g,NP^g,PP^g : 75
S^g|ADJP^g|JJ,VP^g,VP^g : 1
JJ,ADJP^g,S^g : 3
@ADJP^g,@ADJP^g,@ADJP^g : 8
NP^g|DT,VP^g,VP^g : 1
CC,@PRN^g,@PRN^g : 1
NP^g|NNP,PP^g,@S^g : 1
NP^g,NP^g,@SQ^g : 1
PP^g,@S^g,@S^g : 24
S^g,VP^g,VP^g : 7
CC,@FRAG^g,@FRAG^g : 1
ADVP^g|RB,VP^g,SBAR^g|S^g : 1
NP^g|PRP,SBAR^g|S^g,NP^g : 2
,,@SBAR^g,SBAR^g : 2
ADJP^g,ADJP^g,VP^g : 4
VBD,VP^g,@S^g : 45
,,@VP^g,VP^g : 24
VBN,S^g|VP^g,SBAR^g : 1
@VP^g,VP^g,SBAR^g|S^g : 5
NP^g|QP^g,NP^g,NP^g : 2
NNS,NP^g,PP^g : 98
JJ,@UCP^g,UCP^g : 2
@ADJP^g,ADJP^g,@UCP^g : 1
CD,NP^g,VP^g : 2
VP^g,S^g|VP^g,ADJP^g : 5
``,@SINV^g,@SINV^g : 10
PP^g,ADVP^g,@VP^g : 1
NP^g,S^g,@S^g : 24
PRP$,NP^g,NP^g : 6
NNP,NP^g,NP^g : 33
ADJP^g,S^g|ADJP^g,@S^g : 1
@FRAG^g,@FRAG^g,@FRAG^g : 1
RB,ADJP^g,@NP^g : 10
QP^g,@NP^g,NP^g : 1
NP^g|DT,S^g,@S^g : 2
IN,ADVP^g,@S^g : 1
VBG,VP^g,NP^g : 5
'',@ADJP^g,@ADJP^g : 2
NX^g,@NX^g,@NX^g : 5
PRT^g|RP,@VP^g,S^g|VP^g : 1
VBD,@VP^g,VP^g : 20
NP^g,SBAR^g|S^g,NP^g : 2
IN,PP^g,VP^g : 134
@S^g,S^g,@SINV^g : 3
NNS,@NP^g,@NP^g : 13
ADVP^g,ADVP^g,VP^g : 3
ADJP^g|RB,PP^g,VP^g : 1
VP^g|VBP,@SINV^g,@SINV^g : 1
ADJP^g,@NP^g,@NP^g : 9
SBAR^g,ADVP^g,VP^g : 1
ADVP^g,NP^g,PP^g : 2
NN,NP^g,@FRAG^g : 1
NP^g|NNS,NP^g,FRAG^g : 1
NP^g|QP^g,ADJP^g,NP^g : 1
CC,@PP^g,PP^g : 1
VBP,VP^g,S^g : 20
'',PP^g,@VP^g : 1
SBAR^g|S^g|VP^g,NP^g,VP^g : 3
TO,PP^g,ADJP^g : 8
PRN^g,NP^g,@NP^g : 2
ADJP^g,VP^g,VP^g : 15
,,@NP^g,S^g|NP^g : 1
PP^g,VP^g,NP^g : 16
NP^g|NN,@S^g,S^g : 3
ADJP^g|JJ,ADJP^g,@NP^g : 1
RB,S^g,VP^g : 1
NP^g|NN,@S^g,@S^g : 2
VBG,S^g|VP^g,S^g|VP^g : 1
@VP^g,@VP^g,@VP^g : 35
DT,@NP^g,@NP^g : 81
JJ,UCP^g,NP^g : 1
JJS,@NP^g,NP^g : 3
@QP^g,NP^g|QP^g,NP^g : 2
TO,PP^g,VP^g : 16
S^g|VP^g|VBD,SBAR^g,NP^g : 1
NX^g,NP^g,@S^g : 1
@NX^g,NX^g,@NP^g : 1
@NP^g,NP^g,@S^g : 64
NNPS,NP^g,S^g|VP^g : 1
SBAR^g|S^g|VP^g,NP^g,FRAG^g : 1
VBP,@PRN^g,PRN^g : 1
VP^g,NP^g,S^g : 3
NP^g|NNS,SBAR^g|S^g,VP^g : 1
JJS,NP^g,@S^g : 1
PP^g,S^g,@S^g : 2
IN,PP^g,@FRAG^g : 2
VP^g,NP^g,@S^g : 4
VBD,@SQ^g,@SQ^g : 2
NN,NP^g,S^g|NP^g : 1
JJ,ADJP^g,@NP^g : 15
VB,VP^g,SBAR^g|S^g|VP^g : 13
SBAR^g|S^g,VP^g,S^g|VP^g : 1
,,NP^g,PP^g : 6
NP^g|JJS,S^g,SBAR^g : 1
ADVP^g|RB,VP^g,@S^g : 3
NP^g,ADJP^g,NP^g : 1
NNP,@NAC^g,NAC^g : 1
PRP$,@NP^g,@NP^g : 9
PP^g,NP^g,SBAR^g|S^g : 1
NP^g|NNS,S^g|VP^g,S^g|VP^g : 1
NP^g|PRP,S^g|VP^g,PP^g : 1
JJ,@ADJP^g,@ADJP^g : 4
@NX^g,NX^g,NX^g : 1
S^g|VP^g,VP^g,VP^g : 31
@NP^g,NP^g,@NP^g : 100
@NAC^g,@NAC^g,NAC^g : 1
VP^g,S^g|VP^g,VP^g : 43
S^g,VP^g,@NP^g : 1
JJR,QP^g,NP^g : 3
NP^g|DT,@VP^g,S^g|VP^g : 1
S^g|VP^g,SBAR^g,NP^g : 46
NP^g,@PP^g,PP^g : 1
VP^g|VBD,S^g,@PRN^g : 2
RBS,ADJP^g,@NP^g : 3
VP^g|VBN,@VP^g,VP^g : 1
CC,@NP^g,@NP^g : 21
PP^g,NP^g,@SQ^g : 1
CONJP^g,@VP^g,S^g|VP^g : 1
IN,ADJP^g,VP^g : 3
SBAR^g,@VP^g,@VP^g : 2
NP^g|PRP,@VP^g,@VP^g : 4
ADJP^g|RB,@VP^g,VP^g : 1
WHADVP^g|WRB,SBAR^g,@SQ^g : 1
NP^g,@VP^g,S^g|VP^g : 8
CD,NP^g,ADJP^g : 4
NNP,S^g|NP^g,VP^g : 2
NP^g,@S^g,S^g : 86
$,@QP^g,NP^g|QP^g : 4
VP^g|VBD,@S^g,@S^g : 1
S^g,VP^g,S^g : 3
NNPS,@NP^g,NP^g : 7
VP^g,@VP^g,@VP^g : 17
TO,@QP^g,@QP^g : 2
NP^g|DT,@S^g,S^g : 5
IN,SBAR^g,NP^g : 3
NP^g|PRP,S^g,@SINV^g : 2
S^g,VP^g,@S^g : 3
NP^g|NNS,@VP^g,VP^g : 8
ADJP^g,NP^g,VP^g : 3
VBG,@VP^g,S^g|VP^g : 9
JJ,NX^g,@NP^g : 1
ADVP^g|RB,VP^g,VP^g : 1
S^g,S^g|VP^g,VP^g : 3
VP^g,S^g,@SINV^g : 10
NNP,NP^g,@VP^g : 9
VP^g|VB,S^g|VP^g,NP^g : 1
ADVP^g|RB,@NP^g,@NP^g : 2
VP^g|VBN,VP^g,S^g : 4
VBG,NP^g,NP^g : 1
PP^g,@PP^g,PP^g : 2
CD,@NP^g,NP^g : 7
PP^g,@S^g,S^g : 3
JJ,NP^g,@NP^g : 17
NP^g|PRP,S^g,@S^g : 16
@FRAG^g,FRAG^g,@SINV^g : 1
SBAR^g|S^g,VP^g,S^g : 1
NP^g,S^g,@PRN^g : 3
IN,SBAR^g,S^g : 2
ADVP^g|RB,@S^g,S^g : 11
ADVP^g|RB,@VP^g,S^g|VP^g : 4
NNP,NX^g,NP^g : 2
NP^g|NNS,NP^g,PP^g : 15
PP^g,NP^g,@NP^g : 27
,,NAC^g,@NP^g : 1
@UCP^g,@UCP^g,@UCP^g : 1
NN,NP^g,SBAR^g|S^g : 9
IN,PP^g,ADVP^g : 4
VP^g,SBAR^g|S^g,VP^g : 23
'',@S^g,@S^g : 8
NP^g|JJ,NP^g,@S^g : 2
NP^g|NNS,@S^g,@S^g : 3
@NP^g,NP^g,S^g|VP^g : 10
NP^g,VP^g,S^g|VP^g : 27
IN,PP^g,@S^g : 23
PP^g,S^g|VP^g,SBAR^g : 15
WHNP^g|WDT,SBAR^g,VP^g : 1
NP^g,VP^g,@VP^g : 11
PP^g,@PRN^g,@PRN^g : 1
VBN,ADJP^g,NP^g : 1
NNP,NP^g,PP^g : 60
NP^g|NNP,PP^g,@VP^g : 3
VBG,S^g|VP^g,@S^g : 3
NP^g,VP^g,NP^g : 4
IN,PP^g,S^g|VP^g : 24
SBAR^g,ADVP^g,@S^g : 1
TO,PP^g,ADVP^g : 1
CD,NP^g|QP^g,NP^g : 2
PP^g,@UCP^g,@UCP^g : 1
VP^g,@S^g,S^g : 172
S^g|VP^g,@VP^g,@VP^g : 3
RB,@FRAG^g,@FRAG^g : 1
PP^g,VP^g,VP^g : 60
CC,@PP^g,@PP^g : 2
NP^g|EX,@S^g,@S^g : 3
NP^g,@VP^g,VP^g : 49
NP^g|NNPS,S^g,@S^g : 1
'',@PRN^g,@PRN^g : 1
VP^g|VB,@VP^g,VP^g : 1
NN,@UCP^g,@UCP^g : 1
:,@S^g,S^g : 1
NP^g|NN,PP^g,NX^g : 1
ADJP^g,VP^g,@S^g : 3
JJR,ADJP^g,@NP^g : 1
@VP^g,VP^g,S^g|VP^g : 36
NP^g|QP^g,@VP^g,S^g|VP^g : 2
IN,PP^g,ADJP^g : 15
NP^g,PP^g,@SINV^g : 1
PP^g,S^g|VP^g,VP^g : 2
VP^g,@SINV^g,@SINV^g : 1
NP^g|NN,S^g,VP^g : 1
S^g|VP^g,SBAR^g,@NP^g : 2
IN,SBAR^g,ADJP^g : 1
NP^g|PRP,S^g,@PRN^g : 2
RB,ADJP^g,ADJP^g : 1
IN,SBAR^g,ADVP^g : 2
ADVP^g,@ADJP^g,ADJP^g : 1
DT,NP^g,VP^g : 16
SBAR^g|S^g,NP^g,VP^g : 2
S^g|VP^g,S^g|VP^g,SBAR^g : 4
``,@ADJP^g,@ADJP^g : 3
ADJP^g,@ADJP^g,ADJP^g : 4
NP^g,ADJP^g,@NP^g : 2
ADJP^g|QP^g,@PRN^g,PRN^g : 1
@NAC^g,NAC^g,@NP^g : 1
NP^g,S^g|VP^g,S^g : 1
WHADVP^g|WRB,SBAR^g,SBAR^g : 1
VP^g,VP^g,S^g : 80
IN,S^g|PP^g,@S^g : 1
@NP^g,@NP^g,@NP^g : 136
PP^g,@VP^g,VP^g : 37
DT,NP^g,S^g|VP^g : 1
VBZ,@VP^g,VP^g : 30
NN,NP^g,@S^g : 33
RB,ADJP^g,VP^g : 2
ADVP^g|RB,PP^g,S^g|ADJP^g : 1
PRP$,@NP^g,NP^g : 23
FRAG^g,@SINV^g,@SINV^g : 1
NP^g,S^g|VP^g,NP^g : 1
VBD,VP^g,S^g : 26
NP^g|NN,PP^g,@NP^g : 2
S^g|VP^g,VP^g,@S^g : 9
NNP,NP^g,@SINV^g : 3
QP^g,NP^g,@NP^g : 2
NNS,@NP^g,NP^g : 24
ADVP^g,VP^g,VP^g : 5
,,@S^g,S^g : 4
VBG,VP^g,@VP^g : 2
VB,VP^g,S^g : 3
CD,NP^g|QP^g,@NP^g : 2
NN,@SBAR^g,SBAR^g : 1
PP^g|IN,@VP^g,VP^g : 1
JJ,NP^g,VP^g : 4
,,@PP^g,@PP^g : 1
NP^g,@NP^g,S^g|NP^g : 2
,,@VP^g,S^g|VP^g : 2
PP^g,ADJP^g,S^g : 1
SBAR^g|S^g,NP^g,PP^g : 1
NP^g,ADVP^g,NP^g : 1
@UCP^g,UCP^g,@NP^g : 1
RB,@SINV^g,SBAR^g|SINV^g : 1
SBAR^g,SBAR^g,PP^g : 1
VBN,@VP^g,S^g|VP^g : 1
VBG,@VP^g,VP^g : 11
NP^g|NN,VP^g,VP^g : 1
S^g,SBAR^g,SBAR^g : 2
NP^g,S^g|NP^g,VP^g : 1
VBG,PP^g,NP^g : 2
@PP^g,@PP^g,PP^g : 5
RBR,ADJP^g,VP^g : 1
VBP,S^g|VP^g,SBAR^g : 6
VP^g|VB,VP^g,SBAR^g|S^g : 1
@VP^g,S^g|VP^g,NP^g : 2
VP^g,S^g,PP^g : 3
DT,QP^g,NP^g : 2
ADVP^g|RB,@FRAG^g,@FRAG^g : 1
RB,@QP^g,@QP^g : 3
JJ,@UCP^g,@UCP^g : 1
NN,@NX^g,@NX^g : 1
RB,ADVP^g,FRAG^g : 1
TO,VP^g,@VP^g : 2
NN,@NP^g,NP^g : 135
:,@UCP^g,UCP^g : 1
IN,CONJP^g,@VP^g : 1
JJ,ADJP^g,VP^g : 16
SBAR^g,NP^g,NP^g : 9
S^g,S^g|VP^g,@S^g : 1
S^g|PP^g,@S^g,@S^g : 1
@NP^g,NP^g,S^g|NP^g : 1
POS,NP^g,@NP^g : 39
VBG,VP^g,S^g : 4
NP^g|NNP,PP^g,NP^g : 14
@S^g,S^g,VP^g : 2
'',@NP^g,NP^g : 11
ADJP^g,S^g,VP^g : 2
S^g|VP^g,S^g|VP^g,VP^g : 2
NP^g|PRP,PP^g,@VP^g : 2
NP^g,ADVP^g,ADVP^g : 1
.,SQ^g,S^g : 1
VBZ,S^g|VP^g,SBAR^g : 8
VBD,VP^g,NP^g : 1
NP^g,NP^g,@S^g : 32
NNP,@NX^g,NX^g : 2
@SQ^g,@SQ^g,@SQ^g : 2
NP^g|CD,@NP^g,NP^g : 1
VBZ,@VP^g,@VP^g : 6
PRN^g,@S^g,@S^g : 4
VP^g,VP^g,SBAR^g|S^g : 18
SBAR^g|S^g|VP^g,VP^g,S^g|VP^g : 1
VB,VP^g,S^g|VP^g : 46
WHADVP^g|WRB,SBAR^g,VP^g : 2
NN,NP^g,S^g|PP^g : 1
NNPS,NP^g,S^g : 1
FRAG^g|ADJP^g,@SINV^g,@SINV^g : 1
,,@NX^g,@NX^g : 4
ADVP^g|RB,@PRN^g,@PRN^g : 1
IN,@QP^g,QP^g : 3
ADJP^g|JJ,@VP^g,VP^g : 4
JJ,@QP^g,@QP^g : 2
CD,NP^g,@VP^g : 2
VBZ,NP^g,@NP^g : 2
``,S^g,VP^g : 1
VP^g,@NP^g,NP^g : 5
S^g|VP^g,VP^g,SBAR^g|S^g|VP^g : 1
NP^g,SBAR^g|S^g,VP^g : 10
:,PRN^g,@VP^g : 1
VP^g,S^g,SBAR^g : 70
POS,NP^g,NP^g : 21
JJ,NP^g,@VP^g : 9
@PRN^g,@PRN^g,@PRN^g : 4
RB,PP^g,VP^g : 1
NP^g|EX,S^g,@S^g : 2
JJ,ADJP^g,UCP^g : 1
PP^g,VP^g,@S^g : 17
MD,@VP^g,VP^g : 10
'',S^g,VP^g : 1
@SINV^g,@SINV^g,@SINV^g : 41
@QP^g,@QP^g,@QP^g : 2
JJ,ADJP^g,S^g|ADJP^g : 1
NP^g|NN,NP^g,VP^g : 7
ADVP^g|RB,@NP^g,NP^g : 1
ADVP^g|RB,S^g,SBAR^g : 4
CD,NP^g,@S^g : 1
PP^g,VP^g,UCP^g : 1
S^g|NP^g,@VP^g,VP^g : 2
S^g,SBAR^g,@S^g : 10
@VP^g,VP^g,@NP^g : 1
PP^g,S^g|VP^g,@S^g : 4
NNPS,NP^g,@NP^g : 1
S^g,S^g,@S^g : 2
NP^g|NN,S^g,@S^g : 1
S^g|VP^g,@S^g,S^g : 1
QP^g,NP^g,@S^g : 2
VBN,@NP^g,NP^g : 5
DT,NP^g,@S^g : 25
ADJP^g|RB,PP^g,@NP^g : 1
CD,NP^g|QP^g,VP^g : 1
NP^g|QP^g,@NP^g,NP^g : 1
NP^g,NP^g,S^g : 14
JJ,@VP^g,VP^g : 1
,,@SBAR^g,@SBAR^g : 2
ADVP^g,UCP^g,PP^g : 1
JJ,FRAG^g|NP^g,@S^g : 1
JJ,FRAG^g|ADJP^g,@SINV^g : 1
VBZ,S^g|VP^g,S^g : 1
NP^g|DT,NP^g,S^g : 1
SBAR^g|S^g,NP^g,S^g|VP^g : 1
NP^g|PRP,PP^g,ADJP^g : 1
JJR,@QP^g,QP^g : 1
NP^g,NP^g,@UCP^g : 1
NP^g|NNS,@NP^g,@NP^g : 8
WHNP^g|IN,@SBAR^g,SBAR^g : 1
@PRN^g,PRN^g,@NP^g : 1
ADVP^g,ADJP^g,@NP^g : 1
CC,@VP^g,S^g|VP^g : 3
-LRB-,@PRN^g,PRN^g : 4
JJR,@NP^g,@NP^g : 1
NX^g,NP^g,NP^g : 1
NP^g,NP^g,@PRN^g : 1
@NP^g,NP^g,NP^g : 147
VP^g|VB,VP^g,S^g : 2
@ADJP^g,@ADJP^g,ADJP^g : 4
PRP$,ADJP^g,@NP^g : 1
NP^g|CD,@UCP^g,UCP^g : 1
RB,ADVP^g,VP^g : 3
RB,@PP^g,PP^g : 1
@PRN^g,PRN^g,VP^g : 1
RB,ADJP^g,@VP^g : 1
ADVP^g,VP^g,@S^g : 1
PP^g,NP^g,S^g : 11
NNS,NX^g,@NP^g : 1
PP^g,@NP^g,@NP^g : 2
TO,SBAR^g|S^g|VP^g,ADJP^g : 4
VP^g|VBN,VP^g,VP^g : 2
JJS,@NP^g,@NP^g : 3
RBS,@ADVP^g,ADVP^g : 1
CC,@ADVP^g,ADVP^g : 2
NP^g|NNS,VP^g,S^g : 1
VP^g,S^g|VP^g,S^g|VP^g : 7
NNP,@NAC^g,@NAC^g : 2
RB,CONJP^g,@VP^g : 1
ADVP^g|RB,NP^g,S^g : 1
PP^g,VP^g,SINV^g : 2
NP^g|NNS,NP^g,S^g : 4
NP^g|NNP,NP^g,PP^g : 2
NP^g,ADJP^g,ADJP^g : 1
NP^g|NN,VP^g,@S^g : 1
IN,PP^g,@NP^g : 19
NP^g|NNP,@S^g,@S^g : 1
NNP,@NP^g,NP^g : 123
VBD,VP^g,@VP^g : 1
SQ^g|VP^g,@SBARQ^g,SBARQ^g : 1
@QP^g,QP^g,@NP^g : 1
@UCP^g,UCP^g,NP^g : 3
JJR,NP^g|QP^g,VP^g : 1
IN,PP^g,@UCP^g : 1
,,@NP^g,@NP^g : 96
TO,S^g|VP^g,SBAR^g : 3
VB,VP^g,VP^g : 61
IN,PP^g,@SINV^g : 1
VBG,VP^g,S^g|VP^g : 1
NN,NX^g,@NP^g : 2
JJ,ADJP^g,ADJP^g : 5
CD,QP^g,@NP^g : 5
S^g|NP^g,VP^g,VP^g : 1
IN,PP^g,@PRN^g : 2
ADVP^g,@VP^g,VP^g : 4
-RRB-,PRN^g,ADJP^g : 1
IN,SBAR^g,@PRN^g : 3
VBN,VP^g,NP^g : 14
TO,S^g|VP^g,S^g|ADJP^g : 1
WHNP^g|WP,@SBARQ^g,SBARQ^g : 1
S^g,S^g|VP^g,SBAR^g : 2
NP^g|NN,@NP^g,NP^g : 5
@ADJP^g,ADJP^g,NP^g : 3
S^g|VP^g,PP^g,ADJP^g : 1
@VP^g,VP^g,@SQ^g : 1
@S^g,S^g,@S^g : 11
NN,NP^g,NP^g : 176
SBAR^g,VP^g,SBAR^g|S^g : 1
S^g,VP^g,NP^g : 1
NP^g|NN,S^g,S^g : 1
@SBAR^g,@SBAR^g,SBAR^g : 1
``,@PRN^g,@PRN^g : 1
PDT,@NP^g,NP^g : 1
NP^g|NN,VP^g,S^g : 1
UCP^g,NP^g,VP^g : 1
FRAG^g,SBAR^g,@PRN^g : 1
NP^g|PRP,@SQ^g,@SQ^g : 1
NP^g|NNPS,PP^g,NP^g : 1
S^g,SBAR^g,@SBAR^g : 3
QP^g,@NP^g,@NP^g : 2
CC,@S^g,S^g : 5
NP^g,NP^g,S^g|VP^g : 11
VP^g,SBAR^g|S^g|VP^g,VP^g : 3
SBAR^g,NP^g,UCP^g : 1
TO,SBAR^g|S^g|VP^g,VP^g : 3
WHADVP^g|WRB,SBAR^g,@S^g : 2
S^g,@S^g,S^g : 18
VBZ,VP^g,VP^g : 1
@ADJP^g,ADJP^g,PP^g : 1
SBAR^g,@SBAR^g,@SBAR^g : 2
:,@VP^g,VP^g : 1
SBAR^g|S^g,VP^g,VP^g : 1
NP^g|DT,@S^g,@S^g : 1
-RRB-,PRN^g,VP^g : 1
NN,QP^g,NP^g : 1
RB,ADVP^g,UCP^g : 1
